date,plot,species,sex,hfl,wgt
2012-07-28,18,PP,F,21,14
2012-07-28,18,PP,F,21,20
2012-07-28,18,PP,M,23,14
2012-07-28,18,PP,M,21,15
2012-07-28,18,PP,F,20,22
2012-07-28,18,PP,F,22,18
2012-07-28,18,PP,M,21,22
2012-07-28,18,PP,F,20,15
2012-07-28,18,PP,M,22,15
2012-07-28,18,PP,M,20,16
2012-07-28,17,DM,M,37,48
2012-07-28,17,PP,F,20,20
2012-07-28,17,DM,F,35,37
2012-07-28,17,DM,M,37,45
2012-07-28,17,PP,M,22,19
2012-07-28,17,PP,F,21,16
2012-07-28,17,DM,M,36,30
2012-07-28,17,PP,F,21,14
2012-07-28,17,PP,F,20,17
2012-07-28,17,DM,F,35,25
2012-07-28,17,DM,M,35,44
2012-07-28,17,PP,M,21,16
2012-07-28,17,PP,F,20,15
2012-07-28,17,PP,F,23,21
2012-07-28,17,PP,F,21,17
2012-07-28,17,PP,F,20,15
2012-07-28,17,DM,M,34,29
2012-07-28,17,PP,M,22,20
2012-07-28,17,PP,F,22,20
2012-07-28,17,PP,F,21,13
2012-07-28,17,PP,F,23,17
2012-07-28,17,PP,F,20,15
2012-07-28,17,PP,F,21,24
2012-07-28,17,PP,F,22,13
2012-07-28,20,PB,F,25,29
2012-07-28,20,PB,M,27,24
2012-07-28,20,PP,F,20,15
2012-07-28,20,PP,F,21,13
2012-07-28,20,PP,M,22,20
2012-07-28,20,PP,M,21,20
2012-07-28,20,PP,M,21,13
2012-07-28,20,PB,F,25,31
2012-07-28,20,PP,F,21,13
2012-07-28,20,PB,M,28,25
2012-07-28,20,PB,F,22,18
2012-07-28,20,PP,F,23,19
2012-07-28,20,PP,M,22,20
2012-07-28,20,PP,M,21,17
2012-07-28,20,PB,F,27,23
2012-07-28,20,PP,F,22,22
2012-07-28,20,PP,F,21,18
2012-07-28,20,PB,M,25,37
2012-07-28,20,PP,F,21,18
2012-07-28,20,PP,F,21,15
2012-07-28,20,PP,F,21,12
2012-07-28,20,PP,M,21,18
2012-07-28,21,PP,NA,NA,NA
2012-07-28,21,PP,F,21,13
2012-07-28,21,PP,F,20,14
2012-07-28,21,PP,F,22,20
2012-07-28,21,PP,M,22,20
2012-07-28,21,PP,M,20,12
2012-07-28,21,PP,F,22,20
2012-07-28,21,PB,F,24,19
2012-07-28,21,PP,F,22,17
2012-07-28,21,PP,F,21,9
2012-07-28,21,PP,F,22,16
2012-07-28,21,PP,M,21,16
2012-07-28,21,PP,M,21,19
2012-07-28,21,PP,F,20,17
2012-07-28,21,PP,F,21,13
2012-07-28,21,PB,M,26,19
2012-07-28,21,PP,M,21,16
2012-07-28,21,PP,F,21,15
2012-07-28,21,PP,F,21,17
2012-07-28,22,PE,M,20,18
2012-07-28,22,DM,M,34,48
2012-07-28,22,PP,F,23,19
2012-07-28,22,DM,M,36,45
2012-07-28,22,DM,F,35,48
2012-07-28,22,PB,F,25,16
2012-07-28,22,PP,M,23,18
2012-07-28,22,PB,F,24,15
2012-07-28,22,PB,F,26,28
2012-07-28,22,DM,F,33,42
2012-07-28,22,PP,M,22,19
2012-07-28,22,PP,M,22,18
2012-07-28,22,PB,M,26,30
2012-07-28,22,DM,M,33,31
2012-07-28,22,PP,M,21,16
2012-07-28,22,PP,F,22,19
2012-07-28,22,PP,M,21,17
2012-07-28,24,PE,F,20,20
2012-07-28,24,PP,F,21,19
2012-07-28,24,PP,M,22,20
2012-07-28,24,PP,M,22,19
2012-07-28,24,PP,F,20,16
2012-07-28,24,PP,F,21,16
2012-07-28,16,PP,M,22,16
2012-07-28,16,PP,F,22,18
2012-07-28,16,PP,F,21,16
2012-07-28,16,PP,F,22,16
2012-07-28,16,PP,F,21,15
2012-07-28,16,PP,M,22,13
2012-07-28,23,PP,M,21,13
2012-07-28,23,DM,M,34,48
2012-07-28,23,PP,M,22,14
2012-07-28,23,PE,F,18,14
2012-07-28,23,OT,F,20,28
2012-07-29,3,PP,F,20,13
2012-07-29,3,PP,NA,NA,NA
2012-07-29,3,PP,F,20,10
2012-07-29,3,PP,F,22,16
2012-07-29,3,PP,M,22,19
2012-07-29,3,PP,M,22,15
2012-07-29,3,PP,F,22,18
2012-07-29,3,PP,M,21,19
2012-07-29,3,PP,F,21,18
2012-07-29,3,PP,F,21,17
2012-07-29,3,PP,F,21,21
2012-07-29,3,PP,F,22,13
2012-07-29,3,PP,F,21,19
2012-07-29,3,PP,F,21,16
2012-07-29,3,PP,M,21,21
2012-07-29,3,PP,M,21,10
2012-07-29,3,PP,F,22,19
2012-07-29,3,PP,M,22,12
2012-07-29,3,PP,M,21,10
2012-07-29,3,PP,F,23,19
2012-07-29,4,PP,F,22,19
2012-07-29,4,PP,F,21,17
2012-07-29,4,PP,F,21,10
2012-07-29,4,PP,F,21,20
2012-07-29,4,PP,F,22,18
2012-07-29,4,DM,F,35,37
2012-07-29,4,PP,F,20,15
2012-07-29,4,PP,F,21,14
2012-07-29,4,PP,F,21,17
2012-07-29,4,PP,F,21,14
2012-07-29,4,DM,M,36,51
2012-07-29,4,PP,F,22,25
2012-07-29,4,PP,F,20,14
2012-07-29,4,PP,M,21,18
2012-07-29,4,PP,F,21,18
2012-07-29,4,PP,F,21,21
2012-07-29,4,PP,F,21,20
2012-07-29,4,PP,F,22,15
2012-07-29,4,PP,F,21,15
2012-07-29,4,DM,F,36,21
2012-07-29,4,PP,M,22,17
2012-07-29,4,PP,F,21,14
2012-07-29,4,PP,F,21,13
2012-07-29,4,PP,F,23,17
2012-07-29,6,PP,F,21,16
2012-07-29,6,PP,F,21,15
2012-07-29,6,PP,F,20,18
2012-07-29,6,PP,F,21,11
2012-07-29,6,PP,F,21,14
2012-07-29,6,PP,M,20,25
2012-07-29,6,OT,F,18,18
2012-07-29,6,PP,F,22,20
2012-07-29,6,PP,F,22,17
2012-07-29,6,PP,F,22,15
2012-07-29,6,PP,F,22,16
2012-07-29,6,PP,F,20,13
2012-07-29,6,PP,F,21,18
2012-07-29,6,PP,F,21,15
2012-07-29,6,PP,F,20,12
2012-07-29,6,PB,M,25,30
2012-07-29,6,PP,F,20,15
2012-07-29,11,PP,M,21,18
2012-07-29,11,PP,F,21,16
2012-07-29,11,DM,M,35,50
2012-07-29,11,DM,F,34,46
2012-07-29,11,PP,M,22,14
2012-07-29,11,DM,F,34,25
2012-07-29,11,PP,F,21,18
2012-07-29,11,DM,M,34,26
2012-07-29,11,PP,M,21,20
2012-07-29,11,PP,M,21,23
2012-07-29,11,DM,M,35,46
2012-07-29,11,PP,M,20,17
2012-07-29,11,DM,F,36,53
2012-07-29,11,PP,M,21,10
2012-07-29,11,PP,F,21,16
2012-07-29,11,PP,M,20,17
2012-07-29,11,DM,F,36,30
2012-07-29,11,PP,F,21,15
2012-07-29,11,DM,M,35,26
2012-07-29,11,PP,F,20,19
2012-07-29,11,PP,M,22,20
2012-07-29,9,DM,M,35,28
2012-07-29,9,DM,M,37,48
2012-07-29,9,DM,M,35,36
2012-07-29,9,DM,M,37,52
2012-07-29,9,PP,M,21,18
2012-07-29,9,PP,M,25,23
2012-07-29,9,PP,M,21,21
2012-07-29,9,PP,F,22,15
2012-07-29,9,DM,M,37,39
2012-07-29,9,PP,NA,23,20
2012-07-29,9,DM,F,37,45
2012-07-29,9,PP,M,22,22
2012-07-29,9,PP,M,21,18
2012-07-29,9,DM,F,35,32
2012-07-29,8,PP,F,21,19
2012-07-29,8,PP,F,22,17
2012-07-29,8,PB,M,28,32
2012-07-29,8,PP,F,23,17
2012-07-29,8,PP,F,22,18
2012-07-29,8,DM,F,34,45
2012-07-29,8,PP,M,23,19
2012-07-29,8,PP,F,21,15
2012-07-29,8,PP,M,23,19
2012-07-29,8,PP,F,22,17
2012-07-29,8,PP,M,22,21
2012-07-29,8,PP,M,22,18
2012-07-29,8,PP,F,22,18
2012-07-29,8,PP,F,22,17
2012-07-29,8,DM,F,35,36
2012-07-29,8,PB,F,26,16
2012-07-29,8,PP,F,22,15
2012-07-29,8,DM,F,32,24
2012-07-29,8,DM,F,34,51
2012-07-29,8,PP,F,22,26
2012-07-29,13,PP,F,22,22
2012-07-29,13,PB,F,25,21
2012-07-29,13,PP,M,23,19
2012-07-29,13,PP,M,22,12
2012-07-29,13,PB,F,24,19
2012-07-29,13,PP,F,20,11
2012-07-29,13,PP,F,22,13
2012-07-29,13,PP,F,21,18
2012-07-29,13,PP,M,21,15
2012-07-29,13,PP,F,22,18
2012-07-29,13,PP,M,20,20
2012-07-29,13,PF,F,15,8
2012-07-29,13,PB,F,27,35
2012-07-29,13,PB,M,26,38
2012-07-29,13,PP,F,23,24
2012-07-29,13,PP,F,20,15
2012-07-29,13,PP,M,20,15
2012-07-29,13,PP,F,22,11
2012-07-29,13,PB,M,28,30
2012-07-29,13,PP,F,22,19
2012-07-29,13,PB,M,26,34
2012-07-29,14,OT,M,19,21
2012-07-29,14,DM,M,35,40
2012-07-29,14,PP,M,20,16
2012-07-29,14,PP,M,21,21
2012-07-29,14,PP,F,21,15
2012-07-29,14,PP,F,21,18
2012-07-29,14,PP,F,20,16
2012-07-29,14,PP,F,21,14
2012-07-29,14,PP,M,21,18
2012-07-29,14,DM,F,34,29
2012-07-29,14,DM,F,37,46
2012-07-29,14,DM,F,36,47
2012-07-29,14,PP,M,23,17
2012-07-29,14,DM,F,36,44
2012-07-29,14,PP,F,21,16
2012-07-29,14,PP,M,21,17
2012-07-29,14,DM,M,34,45
2012-07-29,14,DM,F,37,39
2012-07-29,14,DM,M,36,44
2012-07-29,14,PP,F,22,20
2012-07-29,14,DM,M,35,44
2012-07-29,14,PP,M,23,18
2012-07-29,14,PP,M,23,18
2012-07-29,14,PP,M,21,19
2012-07-29,15,PP,F,21,15
2012-07-29,15,PP,M,21,17
2012-07-29,15,PP,M,22,20
2012-07-29,15,PP,M,22,20
2012-07-29,15,PP,M,21,19
2012-07-29,15,PP,M,22,15
2012-07-29,15,PP,M,21,18
2012-07-29,15,PB,M,21,18
2012-07-29,15,PP,M,23,20
2012-07-29,15,PP,F,21,20
2012-07-29,15,PP,F,21,12
2012-07-29,15,PP,M,22,16
2012-07-29,15,PP,M,21,20
2012-07-29,15,PP,F,20,18
2012-07-29,15,PP,F,20,18
2012-07-29,15,PP,F,21,15
2012-07-29,15,PB,M,26,30
2012-07-29,7,PP,M,22,16
2012-07-29,7,PP,F,20,16
2012-07-29,7,DO,F,35,55
2012-07-29,7,PP,M,22,20
2012-07-29,7,DO,M,36,50
2012-07-29,7,PP,M,21,17
2012-07-29,10,PP,M,23,24
2012-07-29,10,PP,F,21,17
2012-07-29,5,PP,F,22,16
2012-07-29,5,PP,M,22,22
2012-07-29,5,PE,F,20,17
2012-07-29,5,PP,F,20,17
2012-07-29,5,PP,F,21,17
2012-07-29,5,PP,M,20,13
2012-08-18,1,PP,M,22,21
2012-08-18,1,DM,M,35,51
2012-08-18,1,PP,F,21,16
2012-08-18,1,PP,F,21,17
2012-08-18,1,PP,F,24,26
2012-08-18,1,PP,F,25,25
2012-08-18,1,PP,F,21,15
2012-08-18,1,PP,M,22,16
2012-08-18,1,PP,F,22,16
2012-08-18,1,OT,M,19,11
2012-08-18,1,PP,F,25,16
2012-08-18,1,DM,F,35,29
2012-08-18,1,PP,F,21,17
2012-08-18,1,DM,M,36,38
2012-08-18,1,PP,F,22,19
2012-08-18,1,DM,M,37,53
2012-08-18,1,PP,M,23,25
2012-08-18,1,PP,F,20,16
2012-08-18,1,DM,F,36,55
2012-08-18,1,PP,F,20,15
2012-08-18,2,PP,M,22,17
2012-08-18,2,PP,F,22,16
2012-08-18,2,PP,M,21,16
2012-08-18,2,PP,M,22,16
2012-08-18,2,DM,F,33,49
2012-08-18,2,PP,F,22,16
2012-08-18,2,PP,F,22,20
2012-08-18,2,PP,F,21,19
2012-08-18,2,PP,F,22,15
2012-08-18,2,PP,F,22,16
2012-08-18,2,DM,F,35,42
2012-08-18,2,PP,M,21,20
2012-08-18,12,PP,M,20,19
2012-08-18,12,PP,M,19,20
2012-08-18,12,DO,M,35,55
2012-08-18,12,PP,M,21,19
2012-08-18,12,DM,M,37,46
2012-08-18,12,PP,F,21,20
2012-08-18,12,DM,M,38,50
2012-08-18,12,DM,F,35,44
2012-08-18,12,PP,F,20,20
2012-08-18,12,PP,F,21,19
2012-08-18,12,DO,F,34,43
2012-08-18,12,PP,M,22,18
2012-08-18,12,PP,F,23,16
2012-08-18,12,PP,F,22,19
2012-08-18,12,PP,F,22,19
2012-08-18,12,PP,M,22,17
2012-08-18,12,DM,F,35,48
2012-08-18,19,PP,F,22,19
2012-08-18,19,RM,F,15,NA
2012-08-18,19,PP,F,21,20
2012-08-18,19,PP,F,21,15
2012-08-18,19,PB,M,26,29
2012-08-18,19,PP,M,20,20
2012-08-18,19,PP,F,21,14
2012-08-18,19,PP,F,17,16
2012-08-18,19,PP,F,21,20
2012-08-18,19,PP,F,23,17
2012-08-18,19,PB,M,26,36
2012-08-18,19,PP,M,16,15
2012-08-18,19,PP,F,21,15
2012-08-18,19,PP,F,22,16
2012-08-18,19,PB,M,22,31
2012-08-18,19,PP,F,20,13
2012-08-18,18,PP,M,20,15
2012-08-18,18,OT,F,20,15
2012-08-18,18,PP,F,20,16
2012-08-18,18,OT,M,17,14
2012-08-18,18,PP,F,22,20
2012-08-18,18,PP,M,22,20
2012-08-18,18,PP,F,21,20
2012-08-18,18,PP,F,22,17
2012-08-18,18,PP,M,21,14
2012-08-18,18,PP,F,21,17
2012-08-18,18,PP,F,21,15
2012-08-18,18,PP,F,21,25
2012-08-18,17,PP,M,22,21
2012-08-18,17,DM,M,32,53
2012-08-18,17,PP,M,NA,NA
2012-08-18,17,PP,F,19,18
2012-08-18,17,PP,F,21,15
2012-08-18,17,PP,M,21,20
2012-08-18,17,OT,F,20,25
2012-08-18,17,PP,F,18,17
2012-08-18,17,DM,M,37,47
2012-08-18,17,PP,F,19,14
2012-08-18,17,OT,F,19,21
2012-08-18,17,PF,F,13,9
2012-08-18,17,PP,F,21,15
2012-08-18,17,DM,M,38,50
2012-08-18,17,DM,F,28,32
2012-08-18,17,PP,F,22,22
2012-08-18,17,PP,F,21,15
2012-08-18,17,PP,F,18,20
2012-08-18,20,PP,F,19,NA
2012-08-18,20,PB,F,26,20
2012-08-18,20,PB,M,27,32
2012-08-18,20,PB,F,24,28
2012-08-18,20,PP,F,21,19
2012-08-18,20,PP,M,22,21
2012-08-18,20,PB,F,25,29
2012-08-18,20,PP,F,22,20
2012-08-18,20,PE,F,19,21
2012-08-18,20,PP,F,20,15
2012-08-18,20,PB,F,25,30
2012-08-18,20,PB,F,26,26
2012-08-18,20,PB,F,21,19
2012-08-18,20,PP,F,19,17
2012-08-18,20,PP,M,22,21
2012-08-18,20,PB,F,26,36
2012-08-18,21,PP,F,21,17
2012-08-18,21,PF,F,17,11
2012-08-18,21,PP,M,19,12
2012-08-18,21,PB,M,25,33
2012-08-18,21,PP,F,18,14
2012-08-18,21,PP,F,21,15
2012-08-18,21,PP,F,22,16
2012-08-18,21,PP,F,22,18
2012-08-18,21,PP,F,20,19
2012-08-18,21,PB,F,24,26
2012-08-18,21,PP,F,19,16
2012-08-18,21,PP,M,20,13
2012-08-18,21,PE,M,19,23
2012-08-18,21,PP,M,22,16
2012-08-18,21,PB,M,27,29
2012-08-18,21,PP,M,21,12
2012-08-18,22,DM,F,30,46
2012-08-18,22,PP,M,22,17
2012-08-18,22,DM,M,36,34
2012-08-18,22,PP,M,20,15
2012-08-18,22,PP,F,20,19
2012-08-18,22,DM,M,37,45
2012-08-18,22,PP,F,22,19
2012-08-18,22,PP,M,22,16
2012-08-18,22,PP,F,20,16
2012-08-18,22,PP,M,23,16
2012-08-18,22,DM,M,34,48
2012-08-18,16,PP,M,20,19
2012-08-18,16,PP,M,20,17
2012-08-18,16,PP,F,21,14
2012-08-18,16,PP,F,22,20
2012-08-18,16,PP,M,20,18
2012-08-18,16,PP,F,21,19
2012-08-18,16,PP,F,21,18
2012-08-18,24,PP,F,13,21
2012-08-18,24,PP,F,21,19
2012-08-18,24,PP,F,22,16
2012-08-18,24,PP,M,20,16
2012-08-18,24,PE,M,17,16
2012-08-18,24,PP,F,19,14
2012-08-18,23,PP,M,21,17
2012-08-18,23,OT,M,14,18
2012-08-18,23,PE,M,17,18
2012-08-18,23,DM,M,35,35
2012-08-18,23,PP,F,21,17
2012-08-18,23,OT,M,17,21
2012-08-18,23,PP,M,22,20
2012-08-19,3,PP,F,23,20
2012-08-19,3,PP,F,22,22
2012-08-19,3,PP,M,22,19
2012-08-19,3,PP,F,22,17
2012-08-19,3,PP,M,22,17
2012-08-19,3,PP,F,21,13
2012-08-19,3,PB,M,27,26
2012-08-19,3,PP,F,21,16
2012-08-19,3,PP,F,20,12
2012-08-19,3,PP,M,20,14
2012-08-19,3,PP,F,22,15
2012-08-19,3,PP,F,22,19
2012-08-19,3,PP,F,24,16
2012-08-19,3,PP,F,21,15
2012-08-19,3,PP,F,22,16
2012-08-19,3,PP,F,21,15
2012-08-19,3,PP,F,21,22
2012-08-19,3,PP,M,22,17
2012-08-19,3,PP,F,22,16
2012-08-19,3,PP,M,22,23
2012-08-19,3,PP,F,21,21
2012-08-19,3,PP,F,22,17
2012-08-19,3,PB,M,25,26
2012-08-19,4,PP,F,22,14
2012-08-19,4,PP,F,21,15
2012-08-19,4,PP,F,22,16
2012-08-19,4,PP,F,22,19
2012-08-19,4,PP,F,23,14
2012-08-19,4,PP,F,21,15
2012-08-19,4,PB,M,28,42
2012-08-19,4,DM,M,38,49
2012-08-19,4,DM,F,36,41
2012-08-19,4,PP,F,21,16
2012-08-19,4,PP,F,20,19
2012-08-19,4,PP,F,22,16
2012-08-19,4,PP,F,21,13
2012-08-19,4,PP,F,20,15
2012-08-19,4,PP,F,22,17
2012-08-19,4,PP,F,21,15
2012-08-19,4,DM,F,35,30
2012-08-19,4,PP,F,22,14
2012-08-19,4,PP,M,21,9
2012-08-19,4,PP,F,23,20
2012-08-19,4,PP,F,22,20
2012-08-19,4,PP,F,22,15
2012-08-19,4,PP,F,20,10
2012-08-19,4,PF,M,16,11
2012-08-19,4,PP,F,22,16
2012-08-19,4,PP,F,22,20
2012-08-19,4,PP,M,22,21
2012-08-19,6,PP,F,19,15
2012-08-19,6,PP,F,22,17
2012-08-19,6,PP,F,22,16
2012-08-19,6,PP,F,18,14
2012-08-19,6,PP,M,22,22
2012-08-19,6,PP,F,22,16
2012-08-19,6,PP,F,20,13
2012-08-19,6,PP,F,22,15
2012-08-19,6,PP,F,21,15
2012-08-19,6,PP,F,24,20
2012-08-19,6,PP,F,21,16
2012-08-19,6,PP,M,24,21
2012-08-19,6,PP,M,21,18
2012-08-19,6,PP,M,21,12
2012-08-19,6,PP,M,22,20
2012-08-19,6,OT,M,20,23
2012-08-19,11,DM,F,37,35
2012-08-19,11,DM,M,36,48
2012-08-19,11,PP,M,21,17
2012-08-19,11,DM,M,36,30
2012-08-19,11,DM,F,30,17
2012-08-19,11,DM,M,34,18
2012-08-19,11,PP,F,21,18
2012-08-19,11,PP,F,20,12
2012-08-19,11,PP,M,22,18
2012-08-19,11,PP,F,22,18
2012-08-19,11,PP,F,21,16
2012-08-19,11,DM,M,35,50
2012-08-19,11,PP,M,18,NA
2012-08-19,11,DM,F,36,42
2012-08-19,11,DM,M,37,53
2012-08-19,9,PP,F,22,21
2012-08-19,9,PP,M,23,25
2012-08-19,9,PP,F,21,15
2012-08-19,9,DM,M,38,46
2012-08-19,9,PP,M,21,18
2012-08-19,9,DM,M,37,39
2012-08-19,9,PP,M,22,20
2012-08-19,9,DM,F,36,40
2012-08-19,9,DM,M,38,50
2012-08-19,8,PP,M,21,19
2012-08-19,8,PP,F,20,18
2012-08-19,8,PP,F,20,18
2012-08-19,8,PP,M,20,19
2012-08-19,8,DM,F,33,40
2012-08-19,8,PP,F,19,14
2012-08-19,8,PB,M,25,33
2012-08-19,8,DM,M,34,21
2012-08-19,8,PP,M,20,17
2012-08-19,8,PP,F,18,16
2012-08-19,8,PP,F,21,21
2012-08-19,8,PP,F,22,19
2012-08-19,8,PP,M,20,20
2012-08-19,8,DM,M,35,51
2012-08-19,8,PP,F,20,15
2012-08-19,8,DM,F,35,50
2012-08-19,8,PP,F,19,19
2012-08-19,8,PP,F,23,20
2012-08-19,8,DM,F,35,40
2012-08-19,8,PP,F,17,12
2012-08-19,8,DM,F,33,17
2012-08-19,13,PP,M,22,18
2012-08-19,13,PP,F,21,15
2012-08-19,13,PP,F,21,17
2012-08-19,13,PP,F,21,14
2012-08-19,13,PP,F,22,16
2012-08-19,13,PB,F,26,37
2012-08-19,13,PB,F,25,21
2012-08-19,13,PP,M,19,15
2012-08-19,13,PB,M,25,39
2012-08-19,13,PP,F,21,22
2012-08-19,13,PP,F,22,20
2012-08-19,13,PB,M,27,37
2012-08-19,13,PB,M,27,32
2012-08-19,13,PP,M,21,20
2012-08-19,13,PP,F,21,17
2012-08-19,13,PP,M,21,19
2012-08-19,14,PP,F,21,20
2012-08-19,14,PP,M,23,16
2012-08-19,14,DM,M,36,47
2012-08-19,14,PP,M,22,21
2012-08-19,14,DM,F,31,20
2012-08-19,14,PP,F,21,17
2012-08-19,14,DM,F,37,44
2012-08-19,14,PP,F,21,14
2012-08-19,14,DM,M,35,44
2012-08-19,14,PP,M,23,16
2012-08-19,14,DM,M,35,25
2012-08-19,14,DM,F,34,34
2012-08-19,14,DM,F,35,42
2012-08-19,14,DM,M,35,43
2012-08-19,14,PP,M,21,15
2012-08-19,14,PP,M,20,18
2012-08-19,14,DM,F,38,41
2012-08-19,14,PP,F,19,15
2012-08-19,14,PP,F,21,20
2012-08-19,14,PP,F,20,16
2012-08-19,15,PP,M,21,16
2012-08-19,15,PP,M,21,16
2012-08-19,15,PP,F,20,18
2012-08-19,15,PP,F,21,20
2012-08-19,15,PP,M,23,20
2012-08-19,15,PP,F,21,17
2012-08-19,15,PP,F,20,19
2012-08-19,15,PP,M,21,17
2012-08-19,15,PP,F,21,15
2012-08-19,15,PP,M,20,20
2012-08-19,15,PP,F,18,14
2012-08-19,7,PP,NA,NA,NA
2012-08-19,7,PB,F,25,25
2012-08-19,7,PB,M,26,28
2012-08-19,7,PP,M,16,14
2012-08-19,7,PP,F,20,19
2012-08-19,7,DO,M,32,54
2012-08-19,7,PB,F,26,34
2012-08-19,5,PP,M,20,17
2012-08-19,5,PP,F,18,14
2012-08-19,5,PP,F,18,17
2012-08-19,5,PP,F,20,18
2012-08-19,5,PP,F,23,16
2012-08-19,5,PP,M,19,15
2012-08-19,10,PP,F,20,17
2012-08-19,10,PP,F,21,17
2012-08-19,10,PP,M,20,19
2012-08-19,10,PP,M,22,24
2012-09-15,1,DM,M,36,42
2012-09-15,1,DM,F,35,48
2012-09-15,1,PP,F,21,17
2012-09-15,1,DM,M,37,52
2012-09-15,1,PP,F,21,16
2012-09-15,1,PP,F,22,18
2012-09-15,1,PP,F,22,16
2012-09-15,1,PP,M,21,16
2012-09-15,1,OT,F,19,25
2012-09-15,1,PP,F,21,16
2012-09-15,1,PE,M,20,20
2012-09-15,1,PP,F,21,17
2012-09-15,1,OT,M,18,24
2012-09-15,2,PP,M,22,19
2012-09-15,2,PP,F,20,14
2012-09-15,2,PP,F,21,17
2012-09-15,2,PP,M,22,19
2012-09-15,2,PP,M,22,18
2012-09-15,2,PP,F,22,19
2012-09-15,2,PP,F,22,17
2012-09-15,2,PP,F,22,16
2012-09-15,2,PP,M,23,23
2012-09-15,2,DM,F,35,41
2012-09-15,2,OL,F,20,19
2012-09-15,2,OT,F,21,28
2012-09-15,2,PP,M,21,16
2012-09-15,2,DM,M,34,46
2012-09-15,2,PP,F,23,20
2012-09-15,2,DM,F,34,47
2012-09-15,2,PP,F,21,16
2012-09-15,12,PP,F,22,19
2012-09-15,12,DM,F,35,48
2012-09-15,12,DO,F,31,46
2012-09-15,12,DM,M,37,54
2012-09-15,12,DO,M,36,57
2012-09-15,12,PE,F,18,25
2012-09-15,12,PP,M,23,22
2012-09-15,12,PP,M,21,19
2012-09-15,12,PE,M,20,20
2012-09-15,12,PP,F,21,17
2012-09-15,12,OT,F,21,25
2012-09-15,12,DM,M,36,45
2012-09-15,12,PP,F,22,19
2012-09-15,12,PB,M,26,33
2012-09-15,19,PP,F,21,15
2012-09-15,19,PP,F,22,17
2012-09-15,19,PP,F,21,15
2012-09-15,19,PB,M,26,36
2012-09-15,19,PP,F,22,18
2012-09-15,19,PP,F,23,19
2012-09-15,19,PP,F,21,13
2012-09-15,19,PP,F,21,18
2012-09-15,19,PP,M,22,20
2012-09-15,19,PP,F,21,16
2012-09-15,19,PB,M,27,32
2012-09-15,18,PP,F,21,21
2012-09-15,18,PE,M,21,24
2012-09-15,18,PP,F,22,16
2012-09-15,18,PP,F,21,16
2012-09-15,18,PP,F,21,21
2012-09-15,18,PP,M,21,15
2012-09-15,18,PB,M,26,28
2012-09-15,17,PP,M,22,20
2012-09-15,17,DM,M,35,46
2012-09-15,17,PP,M,22,21
2012-09-15,17,PP,F,21,15
2012-09-15,17,PP,F,22,15
2012-09-15,17,PP,F,21,14
2012-09-15,17,PP,F,21,15
2012-09-15,17,PP,F,21,19
2012-09-15,17,PP,F,21,15
2012-09-15,17,OT,F,20,25
2012-09-15,17,PP,F,18,12
2012-09-15,17,DM,F,35,38
2012-09-15,17,PP,F,22,18
2012-09-15,17,DM,M,38,55
2012-09-15,17,PP,F,21,15
2012-09-15,17,OL,F,20,23
2012-09-15,20,PP,NA,NA,NA
2012-09-15,20,PP,F,21,14
2012-09-15,20,PB,M,26,37
2012-09-15,20,PB,F,25,30
2012-09-15,20,PB,F,26,30
2012-09-15,20,PP,F,NA,NA
2012-09-15,20,PP,F,21,15
2012-09-15,20,PB,M,26,33
2012-09-15,20,PP,F,21,16
2012-09-15,20,PP,M,22,20
2012-09-15,20,PP,F,22,17
2012-09-15,20,PB,F,26,28
2012-09-15,20,PE,M,21,25
2012-09-15,20,PP,M,22,21
2012-09-15,21,PP,F,22,20
2012-09-15,21,PP,F,21,13
2012-09-15,21,PP,F,22,19
2012-09-15,21,PP,M,22,17
2012-09-15,21,PP,F,21,16
2012-09-15,21,PP,F,21,17
2012-09-15,21,PB,F,26,32
2012-09-15,21,PP,M,21,13
2012-09-15,21,PB,M,26,28
2012-09-15,21,PP,F,21,15
2012-09-15,21,PB,M,NA,NA
2012-09-15,21,PB,F,25,24
2012-09-15,21,PP,F,22,17
2012-09-15,21,PP,F,18,11
2012-09-15,22,DM,F,33,43
2012-09-15,22,PB,M,27,36
2012-09-15,22,PB,F,26,32
2012-09-15,22,PP,M,22,16
2012-09-15,22,DM,M,35,49
2012-09-15,22,OT,F,20,21
2012-09-15,22,PP,F,23,20
2012-09-15,22,PP,M,22,18
2012-09-15,22,PP,M,22,17
2012-09-15,22,PP,M,22,15
2012-09-15,22,DM,F,32,40
2012-09-15,22,DM,M,35,40
2012-09-15,22,DM,M,36,48
2012-09-15,22,DM,F,35,39
2012-09-15,23,PP,F,21,NA
2012-09-15,23,PE,F,21,30
2012-09-15,23,PB,M,28,38
2012-09-15,23,DM,M,37,53
2012-09-15,23,OT,M,20,26
2012-09-15,24,PP,M,20,20
2012-09-15,24,OL,F,19,24
2012-09-15,24,PP,F,20,17
2012-09-15,24,PE,F,20,25
2012-09-15,24,PP,M,21,21
2012-09-15,16,PP,F,22,21
2012-09-15,16,PP,F,21,18
2012-09-15,16,PP,M,21,21
2012-09-16,3,PB,M,27,30
2012-09-16,3,PP,F,21,13
2012-09-16,3,PP,M,22,20
2012-09-16,3,PP,F,21,15
2012-09-16,3,PP,M,21,17
2012-09-16,3,PP,M,21,14
2012-09-16,3,PP,M,22,20
2012-09-16,3,PP,M,24,25
